Date_Time,CO(GT),C6H6(GT),NOx(GT)
2004-04-12 02:00:00,0.7,2.0,36.0
2004-04-12 04:00:00,0.3,0.7,16.0
2004-04-12 05:00:00,0.3,0.5,16.0
2004-04-12 06:00:00,0.4,0.7,33.0
2004-04-12 07:00:00,0.5,0.9,39.0
2004-04-12 08:00:00,0.6,1.5,45.0
2004-04-12 09:00:00,0.8,2.2,63.0
2004-04-12 10:00:00,1.0,2.9,71.0
2004-04-12 11:00:00,1.3,3.9,104.0
2004-04-12 12:00:00,1.1,2.8,85.0
2004-04-12 13:00:00,0.6,1.4,53.0
2004-04-12 14:00:00,0.7,1.7,58.0
2004-04-12 15:00:00,1.2,3.6,89.0
2004-04-12 16:00:00,1.4,3.1,96.0
2004-04-12 17:00:00,1.2,3.5,88.0
2004-04-12 18:00:00,1.3,3.9,100.0
2004-04-12 19:00:00,1.8,5.2,127.0
2004-04-12 20:00:00,1.2,3.7,88.0
2004-04-12 21:00:00,0.8,2.7,66.0
2004-04-12 22:00:00,0.8,2.6,61.0
2004-04-12 23:00:00,0.8,2.4,54.0
2004-04-13 00:00:00,0.7,2.0,46.0
2004-04-13 01:00:00,0.5,1.3,25.0
2004-04-13 02:00:00,0.3,1.2,18.0
2004-04-13 04:00:00,0.3,0.9,21.0
2004-04-13 05:00:00,0.7,3.1,76.0
2004-04-13 06:00:00,1.6,6.9,149.0
2004-04-13 07:00:00,3.9,19.1,328.0
2004-04-13 08:00:00,4.5,22.1,282.0
2004-04-13 09:00:00,2.7,11.8,206.0
2004-04-13 10:00:00,1.6,7.3,133.0
2004-04-13 11:00:00,1.6,8.0,137.0
2004-04-13 12:00:00,1.6,7.2,116.0
2004-04-13 13:00:00,1.5,7.7,112.0
2004-04-13 14:00:00,1.8,9.7,128.0
2004-04-13 15:00:00,2.1,9.8,145.0
2004-04-13 16:00:00,1.7,7.7,110.0
2004-04-13 17:00:00,3.0,15.3,184.0
2004-04-13 18:00:00,4.6,21.5,243.0
2004-04-13 19:00:00,5.0,21.7,259.0
2004-04-13 20:00:00,3.5,14.6,205.0
2004-04-13 21:00:00,2.1,9.3,144.0
2004-04-13 22:00:00,2.1,9.4,152.0
2004-04-13 23:00:00,1.5,6.8,108.0
2004-04-14 00:00:00,1.1,4.9,64.0
2004-04-14 01:00:00,0.9,3.9,73.0
2004-04-14 02:00:00,0.7,2.7,47.0
2004-04-14 05:00:00,0.9,3.3,79.0
2004-04-14 06:00:00,1.6,7.4,113.0
2004-04-14 07:00:00,3.9,18.2,263.0
2004-04-14 08:00:00,5.0,27.7,275.0
2004-04-14 09:00:00,4.3,18.3,263.0
2004-04-14 10:00:00,2.7,12.3,183.0
2004-04-14 11:00:00,2.1,8.9,147.0
2004-04-14 12:00:00,2.1,10.4,132.0
2004-04-15 09:00:00,3.9,19.1,309.0
2004-04-15 10:00:00,3.8,17.3,327.0
2004-04-15 11:00:00,3.8,17.5,299.0
2004-04-15 12:00:00,3.9,17.0,257.0
2004-04-15 13:00:00,3.5,17.0,195.0
2004-04-15 14:00:00,4.0,19.5,231.0
2004-04-15 15:00:00,3.0,14.8,170.0
2004-04-15 16:00:00,3.1,14.0,192.0
2004-04-15 17:00:00,5.2,24.4,251.0
2004-04-15 18:00:00,5.9,28.1,289.0
2004-04-15 19:00:00,7.3,33.7,351.0
2004-04-15 20:00:00,6.1,24.2,319.0
2004-04-15 21:00:00,4.6,19.8,264.0
2004-04-15 22:00:00,2.5,9.3,144.0
2004-04-15 23:00:00,2.2,7.3,119.0
2004-04-16 00:00:00,2.0,7.1,120.0
2004-04-16 01:00:00,1.9,6.7,96.0
2004-04-16 02:00:00,1.6,6.0,77.0
2004-04-16 04:00:00,1.0,3.6,63.0
2004-04-16 05:00:00,1.2,5.4,97.0
2004-04-16 06:00:00,2.0,10.0,180.0
2004-04-16 07:00:00,4.5,23.2,352.0
2004-04-16 08:00:00,4.1,18.7,279.0
2004-04-16 09:00:00,2.6,9.9,186.0
2004-04-16 10:00:00,2.3,10.2,169.0
2004-04-16 11:00:00,2.6,11.0,172.0
2004-04-16 12:00:00,2.4,10.5,127.0
2004-04-16 13:00:00,4.3,18.9,230.0
2004-04-16 14:00:00,4.6,18.9,280.0
2004-04-16 15:00:00,4.0,17.5,242.0
2004-04-16 16:00:00,4.7,17.7,250.0
2004-04-16 17:00:00,5.7,23.0,309.0
2004-04-16 18:00:00,5.2,20.4,270.0
2004-04-16 19:00:00,6.4,26.8,323.0
2004-04-16 20:00:00,6.0,19.9,307.0
2004-04-16 21:00:00,3.4,12.5,224.0
2004-04-16 22:00:00,2.7,9.6,166.0
2004-04-16 23:00:00,3.1,10.0,171.0
2004-04-17 00:00:00,2.6,8.1,169.0
2004-04-17 01:00:00,2.2,7.1,120.0
2004-04-17 02:00:00,1.9,6.4,103.0
2004-04-23 05:00:00,0.6,2.9,59.0
2004-04-23 06:00:00,0.8,4.9,72.0
2004-04-23 07:00:00,4.0,22.6,244.0
2004-04-23 08:00:00,5.6,31.1,351.0
2004-04-23 09:00:00,5.0,22.1,358.0
2004-04-23 10:00:00,3.2,18.3,245.0
2004-04-23 11:00:00,3.8,22.0,240.0
2004-04-23 12:00:00,3.3,20.1,179.0
2004-04-23 13:00:00,3.0,18.9,160.0
2004-04-23 14:00:00,3.2,20.6,174.0
2004-04-23 15:00:00,4.4,25.3,260.0
2004-04-23 16:00:00,4.6,25.8,281.0
2004-04-23 17:00:00,5.2,30.6,284.0
2004-04-23 18:00:00,4.8,27.1,250.0
2004-04-23 19:00:00,5.6,32.5,281.0
2004-04-23 20:00:00,4.6,20.8,230.0
2004-04-23 21:00:00,1.8,10.9,98.0
2004-04-23 22:00:00,2.2,13.0,121.0
2004-04-23 23:00:00,2.0,11.8,110.0
2004-04-24 00:00:00,2.8,13.4,161.0
2004-04-24 01:00:00,2.6,13.4,148.0
2004-04-24 02:00:00,1.8,9.0,109.0
2004-04-24 05:00:00,0.7,3.7,71.0
2004-04-24 06:00:00,0.9,5.7,75.0
2004-04-24 07:00:00,1.5,10.0,106.0
2004-04-24 08:00:00,2.5,15.0,166.0
2004-04-24 09:00:00,3.0,15.6,188.0
2004-04-24 10:00:00,2.6,12.3,161.0
2004-04-24 11:00:00,2.6,14.4,139.0
2004-04-24 12:00:00,2.6,14.6,134.0
2004-04-24 13:00:00,1.9,8.7,84.0
2004-04-24 14:00:00,2.0,11.0,98.0
2004-04-24 15:00:00,1.7,9.0,91.0
2004-04-24 16:00:00,1.9,10.7,99.0
2004-04-24 17:00:00,1.8,9.9,90.0
2004-04-24 18:00:00,2.8,15.7,147.0
2004-04-24 19:00:00,3.5,19.4,177.0
2004-04-24 20:00:00,3.4,16.8,162.0
2004-04-24 21:00:00,2.0,6.8,88.0
2004-04-24 22:00:00,1.1,3.0,53.0
2004-04-24 23:00:00,1.3,3.2,68.0
2004-04-25 00:00:00,1.2,3.1,61.0
2004-04-25 01:00:00,1.3,3.9,71.0
2004-04-25 02:00:00,1.0,3.6,63.0
2004-04-25 05:00:00,0.3,0.7,14.0
2004-04-25 06:00:00,0.5,1.1,34.0
2004-04-25 07:00:00,0.6,1.4,42.0
2004-04-25 08:00:00,0.6,1.6,40.0
2004-04-25 09:00:00,0.8,2.3,48.0
2004-04-25 10:00:00,1.0,2.5,61.0
2004-04-25 11:00:00,0.9,2.7,58.0
2004-04-25 12:00:00,1.0,2.7,57.0
2004-04-25 13:00:00,0.8,2.2,54.0
2004-04-25 14:00:00,0.7,2.0,41.0
2004-04-25 15:00:00,0.9,3.4,57.0
2004-04-25 16:00:00,1.3,4.5,83.0
2004-04-25 17:00:00,1.4,4.7,81.0
2004-04-25 18:00:00,1.5,6.0,98.0
2004-04-25 19:00:00,2.7,11.7,124.0
2004-04-25 20:00:00,2.5,8.2,133.0
2004-04-25 21:00:00,1.4,5.1,100.0
2004-04-25 22:00:00,2.8,13.0,116.0
2004-04-25 23:00:00,2.1,7.0,102.0
2004-04-26 00:00:00,1.1,3.9,55.0
2004-04-26 01:00:00,0.7,2.2,33.0
2004-04-26 02:00:00,0.4,1.3,17.0
2004-04-26 05:00:00,0.4,1.2,35.0
2004-04-26 06:00:00,0.8,3.4,70.0
2004-04-26 07:00:00,1.9,7.5,116.0
2004-04-26 08:00:00,2.1,8.9,134.0
2004-04-26 09:00:00,1.4,5.3,113.0
2004-04-26 10:00:00,1.4,5.4,110.0
2004-04-26 11:00:00,1.3,5.2,98.0
2004-04-26 12:00:00,1.5,6.6,96.0
2004-04-26 13:00:00,1.6,6.9,95.0
2004-04-26 14:00:00,1.3,5.4,86.0
2004-04-26 15:00:00,1.4,6.0,86.0
2004-04-26 16:00:00,1.5,6.4,91.0
2004-04-26 17:00:00,2.2,10.7,119.0
2004-04-26 18:00:00,3.2,13.9,147.0
2004-04-26 19:00:00,3.0,12.5,135.0
2004-04-26 20:00:00,2.6,9.3,124.0
2004-04-26 21:00:00,1.6,6.7,89.0
2004-04-26 22:00:00,1.5,5.3,79.0
2004-04-26 23:00:00,1.2,4.0,63.0
2004-04-27 00:00:00,0.8,2.2,39.0
2004-04-27 01:00:00,0.7,1.7,25.0
2004-04-27 02:00:00,0.5,1.6,19.0
2004-04-27 05:00:00,0.7,3.3,58.0
2004-04-27 06:00:00,1.4,8.9,112.0
2004-04-27 07:00:00,4.1,23.4,314.0
2004-04-27 08:00:00,4.6,23.8,240.0
2004-04-27 09:00:00,1.9,7.9,128.0
2004-04-27 10:00:00,1.9,8.2,141.0
2004-04-27 11:00:00,1.7,8.8,118.0
2004-04-27 12:00:00,2.4,14.6,132.0
2004-04-27 13:00:00,3.0,18.0,150.0
2004-04-27 14:00:00,2.0,12.0,121.0
2004-04-27 15:00:00,2.7,14.8,149.0
2004-04-27 16:00:00,2.2,12.5,120.0
2004-04-27 17:00:00,2.9,15.5,155.0
2004-04-27 18:00:00,3.4,17.7,172.0
2004-04-27 19:00:00,3.9,21.6,177.0
2004-04-27 20:00:00,3.6,18.9,181.0
2004-04-27 21:00:00,2.5,12.5,135.0
2004-04-27 22:00:00,1.8,8.8,99.0
2004-04-27 23:00:00,2.0,10.9,111.0
2004-04-28 00:00:00,1.3,8.0,72.0
2004-04-28 01:00:00,1.0,4.4,54.0
2004-04-28 02:00:00,0.6,2.8,41.0
2004-04-28 05:00:00,0.5,2.5,29.0
2004-04-28 06:00:00,1.1,7.5,76.0
2004-04-28 07:00:00,5.5,30.4,321.0
2004-04-28 08:00:00,4.2,22.0,274.0
2004-04-28 09:00:00,4.6,24.7,322.0
2004-04-28 10:00:00,3.4,18.4,255.0
2004-04-28 11:00:00,2.8,16.8,196.0
2004-04-28 12:00:00,2.5,14.2,136.0
2004-04-28 13:00:00,2.4,15.7,119.0
2004-04-28 14:00:00,3.2,21.9,169.0
2004-04-28 15:00:00,3.5,20.8,197.0
2004-04-28 16:00:00,2.9,16.2,140.0
2004-04-28 17:00:00,3.6,19.8,178.0
2004-04-28 18:00:00,4.8,28.9,223.0
2004-04-28 19:00:00,5.4,28.3,222.0
2004-04-28 20:00:00,5.3,24.9,265.0
2004-04-28 21:00:00,2.7,13.1,151.0
2004-04-28 22:00:00,1.4,8.6,79.0
2004-04-28 23:00:00,1.6,9.5,87.0
2004-04-29 00:00:00,1.5,7.8,88.0
2004-04-29 01:00:00,1.0,5.2,51.0
2004-04-29 02:00:00,0.6,2.8,34.0
2004-04-29 05:00:00,0.8,4.4,76.0
2004-04-29 06:00:00,1.5,9.4,139.0
2004-04-29 07:00:00,4.9,29.8,293.0
2004-04-29 08:00:00,7.2,36.2,368.0
2004-04-29 09:00:00,3.5,18.0,250.0
2004-04-29 10:00:00,2.1,10.9,145.0
2004-04-29 11:00:00,1.5,9.0,110.0
2004-04-29 12:00:00,2.0,14.4,104.0
2004-04-29 13:00:00,3.8,22.3,205.0
2004-04-29 14:00:00,3.4,20.9,201.0
2004-04-29 15:00:00,4.4,23.1,266.0
2004-04-29 16:00:00,3.9,21.2,246.0
2004-04-29 17:00:00,4.9,24.8,247.0
2004-04-29 18:00:00,5.4,28.6,271.0
2004-04-29 19:00:00,6.5,32.6,332.0
2004-04-29 20:00:00,4.3,19.2,245.0
2004-04-29 21:00:00,2.9,16.3,180.0
2004-04-29 22:00:00,2.7,13.7,156.0
2004-04-29 23:00:00,2.8,13.6,172.0
2004-04-30 00:00:00,2.3,11.1,137.0
2004-04-30 01:00:00,1.7,7.6,91.0
2004-04-30 02:00:00,1.2,5.9,80.0
2004-04-30 05:00:00,0.8,4.5,68.0
2004-04-30 06:00:00,1.7,9.3,162.0
2004-04-30 07:00:00,3.0,18.3,213.0
2004-04-30 08:00:00,3.4,19.9,161.0
2004-04-30 09:00:00,3.3,16.6,209.0
2004-04-30 10:00:00,2.7,12.6,191.0
2004-04-30 11:00:00,2.6,12.9,215.0
2004-04-30 12:00:00,3.2,14.9,212.0
2004-04-30 13:00:00,3.4,17.4,202.0
2004-04-30 14:00:00,2.6,15.4,153.0
2004-04-30 15:00:00,3.4,16.7,185.0
2004-04-30 16:00:00,4.0,18.0,210.0
2004-04-30 17:00:00,4.5,19.2,215.0
2004-04-30 18:00:00,4.2,21.0,215.0
2004-04-30 19:00:00,5.7,26.9,281.0
2004-04-30 20:00:00,4.4,19.5,254.0
2004-04-30 21:00:00,3.1,15.1,189.0
2004-04-30 22:00:00,3.0,14.6,174.0
2004-04-30 23:00:00,3.1,13.7,167.0
2004-05-01 00:00:00,3.5,15.2,185.0
